timestamp,normalUsage,reverseUsage,instanceElectricity,instanceCurrents,instanceCurrentsT,evRemainingChargableCapacity,evRemainingDischargableCapacity,vehicleStatus
1644378755,,,-2016.0,-9.0,-11.0,,,
1644378786,,,-2016.0,,,,,
1644378815,,,-2020.0,-9.0,-11.0,,,
1644378844,,,-2016.0,,,,,
1644378852,,,,,,0.0,9300.0,66.0
1644378875,,,-484.0,-1.0,-2.0,,,
1644378905,,,64.0,,,,,
1644378935,,,60.0,3.0,-2.0,,,
1644378964,,,-2012.0,,,,,
1644378996,,,-2004.0,-9.0,-11.0,,,
1644379025,,,-1788.0,,,,,
1644379056,,,-1724.0,-8.0,-10.0,,,
1644379085,,,-1684.0,,,,,
1644379116,,,-1380.0,-8.0,-7.0,,,
1644379146,,,-1576.0,,,,,
1644379152,,,,,,0.0,9400.0,66.0
1644379176,,,-1572.0,-8.0,-9.0,,,
1644379200,6367.7,1148.3,,,,,,
1644379205,,,-1556.0,,,,,
1644379236,,,-1960.0,-9.0,-11.0,,,
1644379265,,,-1968.0,,,,,
1644379296,,,-1968.0,-9.0,-11.0,,,
1644379325,,,-1816.0,,,,,
1644379356,,,-1824.0,-9.0,-9.0,,,
1644379385,,,-1828.0,,,,,
1644379416,,,-1820.0,-9.0,-9.0,,,
1644379445,,,60.0,,,,,
1644379453,,,,,,200.0,9000.0,67.0
1644379476,,,64.0,3.0,2.0,,,
1644379505,,,64.0,,,,,
1644379536,,,60.0,3.0,2.0,,,
1644379565,,,-1816.0,,,,,
1644379596,,,-1776.0,-9.0,-9.0,,,
1644379625,,,-1744.0,,,,,
1644379656,,,-1744.0,-9.0,-9.0,,,
1644379685,,,-1756.0,,,,,
1644379716,,,-1704.0,-9.0,-9.0,,,
1644379745,,,-1796.0,,,,,
1644379753,,,,,,0.0,9300.0,66.0
1644379776,,,-592.0,-9.0,6.0,,,
1644379806,,,-1800.0,,,,,
1644379836,,,-1364.0,-9.0,-5.0,,,
1644379865,,,-928.0,,,,,
1644379896,,,-1796.0,-9.0,-9.0,,,
1644379926,,,-248.0,,,,,
1644379956,,,60.0,4.0,-2.0,,,
1644379986,,,60.0,,,,,
1644380017,,,-1572.0,-7.0,-9.0,,,
1644380046,,,-1572.0,,,,,
1644380053,,,,,,0.0,9400.0,66.0
1644380077,,,-1572.0,-8.0,-9.0,,,
1644380106,,,-1568.0,,,,,
1644380137,,,-1596.0,-8.0,-9.0,,,
1644380166,,,-1596.0,,,,,
1644380197,,,-1600.0,-8.0,-9.0,,,
1644380226,,,-1636.0,,,,,
1644380257,,,-1648.0,-8.0,-9.0,,,
1644380286,,,-1584.0,,,,,
1644380317,,,-1580.0,-8.0,-9.0,,,
1644380346,,,-1308.0,,,,,
1644380353,,,,,,0.0,9200.0,66.0
1644380377,,,60.0,4.0,-2.0,,,
1644380406,,,60.0,,,,,
1644380437,,,60.0,3.0,-2.0,,,
1644380467,,,-76.0,,,,,
1644380497,,,-1544.0,-8.0,-9.0,,,
1644380526,,,-1524.0,,,,,
1644380557,,,-1316.0,-7.0,-8.0,,,
1644380586,,,-1276.0,,,,,
1644380617,,,-1216.0,-6.0,-8.0,,,
1644380646,,,-1160.0,,,,,
1644380654,,,,,,0.0,9300.0,66.0
1644380678,,,-1128.0,-6.0,-7.0,,,
1644380706,,,-1124.0,,,,,
1644380737,,,-1308.0,-6.0,-9.0,,,
1644380766,,,-1276.0,,,,,
1644380798,,,60.0,4.0,-3.0,,,
1644380827,,,84.0,,,,,
1644380857,,,64.0,5.0,-4.0,,,
1644380886,,,-1384.0,,,,,
1644380918,,,-1276.0,-6.0,-8.0,,,
1644380947,,,-1280.0,,,,,
1644380954,,,,,,0.0,9200.0,66.0
1644380977,,,-1284.0,-6.0,-8.0,,,
1644381000,6367.7,1148.9,,,,,,
1644381007,,,-1324.0,,,,,
1644381038,,,-1316.0,-6.0,-8.0,,,
1644381067,,,-1364.0,,,,,
1644381098,,,60.0,3.0,-2.0,,,
1644381127,,,60.0,,,,,
1644381158,,,-1368.0,-6.0,-9.0,,,
1644381187,,,-1416.0,,,,,
1644381218,,,-1400.0,-6.0,-9.0,,,
1644381247,,,-1416.0,,,,,
1644381254,,,,,,0.0,9300.0,66.0
1644381278,,,-1416.0,-6.0,-9.0,,,
1644381307,,,-1424.0,,,,,
1644381338,,,-1212.0,-5.0,-8.0,,,
1644381367,,,-1156.0,,,,,
1644381398,,,-1108.0,-5.0,-8.0,,,
1644381427,,,-1248.0,,,,,
1644381458,,,-1292.0,-6.0,-8.0,,,
1644381487,,,60.0,,,,,
1644381518,,,60.0,4.0,-3.0,,,
1644381547,,,60.0,,,,,
1644381555,,,,,,100.0,9100.0,67.0
1644381578,,,-708.0,-6.0,-9.0,,,
1644381607,,,-1400.0,,,,,
1644381638,,,-1624.0,-7.0,-10.0,,,
1644381667,,,-1628.0,,,,,
1644381698,,,-1660.0,-8.0,-10.0,,,
1644381727,,,-1652.0,,,,,
1644381760,,,-1628.0,-7.0,-10.0,,,
1644381787,,,-1620.0,,,,,
1644381820,,,-1608.0,-7.0,-10.0,,,
1644381848,,,-1612.0,,,,,
1644381855,,,,,,0.0,9200.0,66.0
1644381880,,,-1604.0,-7.0,-10.0,,,
1644381908,,,-1592.0,,,,,
1644381939,,,-1528.0,-7.0,-9.0,,,
1644381968,,,-1336.0,,,,,
1644381999,,,60.0,4.0,-3.0,,,
1644382028,,,60.0,,,,,
1644382059,,,60.0,4.0,-3.0,,,
1644382088,,,-1220.0,,,,,
1644382119,,,-1200.0,-6.0,-8.0,,,
1644382148,,,-1288.0,,,,,
1644382155,,,,,,0.0,9300.0,66.0
1644382179,,,-1600.0,-7.0,-9.0,,,
1644382208,,,-1572.0,,,,,
1644382239,,,-1564.0,-7.0,-9.0,,,
1644382268,,,-1556.0,,,,,
1644382300,,,-1580.0,-7.0,-9.0,,,
1644382328,,,-1556.0,,,,,
1644382359,,,60.0,4.0,-3.0,,,
1644382388,,,60.0,,,,,
1644382419,,,64.0,4.0,-2.0,,,
1644382448,,,-1544.0,,,,,
1644382456,,,,,,0.0,9400.0,66.0
1644382479,,,-1560.0,-7.0,-9.0,,,
1644382508,,,-1532.0,,,,,
1644382539,,,-1548.0,-7.0,-9.0,,,
1644382568,,,-1548.0,,,,,
1644382599,,,-1532.0,-7.0,-9.0,,,
1644382629,,,-1540.0,,,,,
1644382659,,,-1548.0,-7.0,-9.0,,,
1644382689,,,-1564.0,,,,,
1644382719,,,-1596.0,-8.0,-9.0,,,
1644382749,,,-1520.0,,,,,
1644382756,,,,,,0.0,9200.0,66.0
1644382780,,,-1496.0,-7.0,-9.0,,,
1644382800,6367.7,1149.5,,,,,,
1644382808,,,-1524.0,,,,,
1644382839,,,64.0,4.0,-2.0,,,
1644382869,,,60.0,,,,,
1644382900,,,60.0,4.0,-2.0,,,
1644382929,,,-1512.0,,,,,
1644382960,,,-1492.0,-7.0,-9.0,,,
1644382989,,,-1488.0,,,,,
1644383020,,,-1488.0,-7.0,-9.0,,,
1644383049,,,-1484.0,,,,,
1644383056,,,,,,0.0,9300.0,66.0
1644383080,,,-1480.0,-7.0,-9.0,,,
1644383109,,,-1476.0,,,,,
1644383140,,,-1476.0,-7.0,-9.0,,,
1644383169,,,-1492.0,,,,,
1644383200,,,-1488.0,-7.0,-9.0,,,
1644383229,,,64.0,,,,,
1644383260,,,64.0,4.0,-2.0,,,
1644383289,,,-1488.0,,,,,
1644383320,,,-1484.0,-7.0,-9.0,,,
1644383349,,,-1452.0,,,,,
1644383357,,,,,,0.0,9300.0,66.0
1644383380,,,-1484.0,-7.0,-9.0,,,
1644383412,,,-1472.0,,,,,
1644383440,,,-1492.0,-7.0,-10.0,,,
1644383469,,,-1524.0,,,,,
1644383500,,,-1516.0,-7.0,-9.0,,,
1644383529,,,-1512.0,,,,,
1644383560,,,36.0,4.0,-3.0,,,
1644383589,,,64.0,,,,,
1644383620,,,60.0,4.0,-3.0,,,
1644383650,,,-1476.0,,,,,
1644383657,,,,,,0.0,9500.0,66.0
1644383680,,,-1468.0,-7.0,-9.0,,,
1644383710,,,-1464.0,,,,,
1644383740,,,-1456.0,-7.0,-9.0,,,
1644383769,,,-1448.0,,,,,
1644383800,,,-1444.0,-6.0,-9.0,,,
1644383830,,,-1472.0,,,,,
1644383861,,,-1452.0,-7.0,-9.0,,,
1644383890,,,-1448.0,,,,,
1644383921,,,-1440.0,-6.0,-9.0,,,
1644383950,,,60.0,,,,,
1644383957,,,,,,100.0,9100.0,67.0
1644383981,,,60.0,4.0,-3.0,,,
1644384010,,,-1420.0,,,,,
1644384041,,,-1416.0,-6.0,-9.0,,,
1644384070,,,-1416.0,,,,,
1644384101,,,-1412.0,-6.0,-9.0,,,
1644384130,,,-1152.0,,,,,
1644384162,,,-1468.0,-7.0,-9.0,,,
1644384191,,,-1400.0,,,,,
1644384221,,,-1392.0,-6.0,-9.0,,,
1644384250,,,-1392.0,,,,,
1644384258,,,,,,0.0,9200.0,66.0
1644384281,,,-1388.0,-6.0,-9.0,,,
1644384310,,,64.0,,,,,
1644384342,,,60.0,4.0,-3.0,,,
1644384370,,,-1380.0,,,,,
1644384401,,,-1376.0,-6.0,-9.0,,,
1644384430,,,-1384.0,,,,,
1644384461,,,-1372.0,-6.0,-9.0,,,
1644384491,,,-1376.0,,,,,
1644384522,,,-1364.0,-6.0,-9.0,,,
1644384550,,,-1344.0,,,,,
1644384558,,,,,,0.0,9300.0,66.0
1644384581,,,-1356.0,-6.0,-9.0,,,
1644384600,6367.7,1150.0,,,,,,
1644384611,,,-1324.0,,,,,
1644384641,,,-1304.0,-6.0,-9.0,,,
1644384670,,,-1432.0,,,,,
1644384701,,,-1412.0,-7.0,-9.0,,,
1644384732,,,64.0,,,,,
1644384761,,,60.0,4.0,-2.0,,,
1644384791,,,-1408.0,,,,,
1644384821,,,-1396.0,-7.0,-8.0,,,
1644384851,,,-1360.0,,,,,
1644384858,,,,,,0.0,9300.0,66.0
1644384882,,,-1368.0,-7.0,-8.0,,,
1644384911,,,-1376.0,,,,,
1644384942,,,-1360.0,-7.0,-8.0,,,
1644384971,,,-1356.0,,,,,
1644385003,,,-1352.0,-7.0,-8.0,,,
1644385031,,,-1324.0,,,,,
1644385062,,,-1344.0,-7.0,-8.0,,,
1644385091,,,60.0,,,,,
1644385123,,,60.0,4.0,-2.0,,,
1644385151,,,-1316.0,,,,,
1644385159,,,,,,0.0,9300.0,66.0
1644385183,,,-1316.0,-7.0,-8.0,,,
1644385211,,,-1296.0,,,,,
1644385242,,,-1292.0,-7.0,-8.0,,,
1644385271,,,-1272.0,,,,,
1644385302,,,-1228.0,-6.0,-8.0,,,
1644385331,,,-1196.0,,,,,
1644385362,,,-1244.0,-6.0,-8.0,,,
1644385391,,,-1096.0,,,,,
1644385422,,,-996.0,-6.0,-6.0,,,
1644385451,,,60.0,,,,,
1644385459,,,,,,200.0,9000.0,67.0
1644385482,,,64.0,4.0,-2.0,,,
1644385511,,,64.0,,,,,
1644385542,,,64.0,4.0,-2.0,,,
1644385572,,,-1140.0,,,,,
1644385602,,,-1148.0,-6.0,-8.0,,,
1644385632,,,-1148.0,,,,,
1644385662,,,-1168.0,-6.0,-8.0,,,
1644385691,,,-1124.0,,,,,
1644385722,,,-1144.0,-6.0,-8.0,,,
1644385752,,,-1112.0,,,,,
1644385759,,,,,,0.0,9200.0,66.0
1644385783,,,-1116.0,-6.0,-8.0,,,
1644385812,,,-972.0,,,,,
1644385843,,,-832.0,-5.0,-6.0,,,
1644385872,,,-764.0,,,,,
1644385903,,,60.0,4.0,-3.0,,,
1644385933,,,60.0,,,,,
1644385963,,,-672.0,-5.0,-6.0,,,
1644385992,,,-712.0,,,,,
1644386023,,,-1036.0,-6.0,-7.0,,,
1644386052,,,-1120.0,,,,,
1644386060,,,,,,0.0,9200.0,66.0
1644386083,,,-1200.0,-6.0,-8.0,,,
1644386112,,,-648.0,,,,,
1644386143,,,60.0,4.0,-2.0,,,
1644386172,,,64.0,,,,,
1644386203,,,64.0,4.0,-3.0,,,
1644386232,,,-788.0,,,,,
1644386263,,,-732.0,-5.0,-6.0,,,
1644386292,,,-660.0,,,,,
1644386324,,,-688.0,-5.0,-6.0,,,
1644386352,,,-600.0,,,,,
1644386360,,,,,,0.0,9300.0,66.0
1644386383,,,-576.0,-4.0,-5.0,,,
1644386400,6367.7,1150.5,,,,,,
1644386413,,,-656.0,,,,,
1644386443,,,-716.0,-5.0,-6.0,,,
1644386473,,,-1052.0,,,,,
1644386503,,,-1116.0,-6.0,-7.0,,,
1644386532,,,64.0,,,,,
1644386563,,,64.0,4.0,-2.0,,,
1644386592,,,64.0,,,,,
1644386625,,,-1076.0,-6.0,-7.0,,,
1644386653,,,-844.0,,,,,
1644386660,,,,,,0.0,9300.0,66.0
1644386683,,,-1088.0,-6.0,-7.0,,,
1644386713,,,-1124.0,,,,,
1644386744,,,-1124.0,-6.0,-7.0,,,
1644386773,,,-1160.0,,,,,
1644386804,,,-1052.0,-6.0,-7.0,,,
1644386833,,,-804.0,,,,,
1644386864,,,-740.0,-5.0,-6.0,,,
1644386893,,,-676.0,,,,,
1644386924,,,-68.0,4.0,-3.0,,,
1644386953,,,64.0,,,,,
1644386960,,,,,,100.0,9100.0,67.0
1644386984,,,64.0,4.0,-2.0,,,
1644387013,,,60.0,,,,,
1644387044,,,-708.0,-5.0,-5.0,,,
1644387073,,,-780.0,,,,,
1644387104,,,-1092.0,-6.0,-7.0,,,
1644387133,,,-1132.0,,,,,
1644387164,,,-1164.0,-6.0,-7.0,,,
1644387193,,,-1104.0,,,,,
1644387225,,,56.0,4.0,-2.0,,,
1644387253,,,56.0,,,,,
1644387261,,,,,,100.0,9100.0,67.0
1644387284,,,56.0,4.0,-2.0,,,
1644387313,,,56.0,,,,,
1644387344,,,60.0,4.0,-2.0,,,
1644387373,,,-968.0,,,,,
1644387404,,,-976.0,-6.0,-7.0,,,
1644387433,,,-952.0,,,,,
1644387464,,,-832.0,-5.0,-6.0,,,
1644387494,,,-556.0,,,,,
1644387525,,,-560.0,-4.0,-5.0,,,
1644387553,,,-492.0,,,,,
1644387561,,,,,,0.0,9300.0,66.0
1644387584,,,-492.0,-4.0,-5.0,,,
1644387614,,,-440.0,,,,,
1644387645,,,-380.0,-4.0,-5.0,,,
1644387674,,,-420.0,,,,,
1644387705,,,-552.0,-4.0,-5.0,,,
1644387734,,,-800.0,,,,,
1644387765,,,56.0,4.0,-2.0,,,
1644387794,,,56.0,,,,,
1644387825,,,56.0,4.0,-2.0,,,
1644387854,,,-524.0,,,,,
1644387861,,,,,,0.0,9300.0,66.0
1644387885,,,-804.0,-5.0,-6.0,,,
1644387914,,,-804.0,,,,,
1644387948,,,-796.0,-5.0,-6.0,,,
1644387974,,,-884.0,,,,,
1644388005,,,-824.0,-5.0,-6.0,,,
1644388034,,,-832.0,,,,,
1644388065,,,-884.0,-5.0,-7.0,,,
1644388094,,,-836.0,,,,,
1644388125,,,-784.0,-5.0,-6.0,,,
1644388154,,,52.0,,,,,
1644388162,,,,,,100.0,9100.0,67.0
1644388185,,,56.0,4.0,-2.0,,,
1644388200,6367.7,1150.8,,,,,,
1644388214,,,56.0,,,,,
1644388245,,,56.0,4.0,-2.0,,,
1644388274,,,56.0,,,,,
1644388305,,,-476.0,-2.0,-6.0,,,
1644388334,,,-804.0,,,,,
1644388365,,,-780.0,-4.0,-6.0,,,
1644388394,,,-824.0,,,,,
1644388425,,,-820.0,-4.0,-6.0,,,
1644388454,,,-828.0,,,,,
1644388462,,,,,,0.0,9300.0,66.0
1644388486,,,-792.0,-4.0,-6.0,,,
1644388515,,,-812.0,,,,,
1644388545,,,-792.0,-4.0,-6.0,,,
1644388576,,,-712.0,,,,,
1644388606,,,-728.0,-4.0,-5.0,,,
1644388635,,,-752.0,,,,,
1644388665,,,-760.0,-4.0,-5.0,,,
1644388695,,,-740.0,,,,,
1644388726,,,-688.0,-4.0,-5.0,,,
1644388755,,,-644.0,,,,,
1644388762,,,,,,0.0,9300.0,66.0
1644388786,,,-592.0,-4.0,-5.0,,,
1644388815,,,-576.0,,,,,
1644388846,,,-572.0,-4.0,-5.0,,,
1644388875,,,-532.0,,,,,
1644388906,,,-560.0,-4.0,-5.0,,,
1644388935,,,-552.0,,,,,
1644388966,,,-492.0,-4.0,-4.0,,,
1644388994,,,-524.0,,,,,
1644389025,,,-500.0,-4.0,-4.0,,,
1644389054,,,-496.0,,,,,
1644389062,,,,,,0.0,9300.0,66.0
1644389085,,,-460.0,-4.0,-4.0,,,
1644389114,,,-192.0,,,,,
1644389147,,,-376.0,-3.0,-4.0,,,
1644389175,,,-340.0,,,,,
1644389205,,,-396.0,-3.0,-4.0,,,
1644389234,,,-364.0,,,,,
1644389265,,,-320.0,-3.0,-4.0,,,
1644389294,,,-228.0,,,,,
1644389325,,,-348.0,-3.0,-4.0,,,
1644389354,,,-392.0,,,,,
1644389362,,,,,,0.0,9300.0,66.0
1644389385,,,-172.0,3.0,-3.0,,,
1644389414,,,-12.0,,,,,
1644389446,,,-104.0,4.0,-3.0,,,
1644389474,,,0.0,,,,,
1644389505,,,128.0,4.0,-2.0,,,
1644389534,,,20.0,,,,,
1644389566,,,16.0,3.0,-2.0,,,
1644389595,,,116.0,,,,,
1644389625,,,-124.0,3.0,-3.0,,,
1644389654,,,-220.0,,,,,
1644389662,,,,,,0.0,9300.0,66.0
1644389686,,,-264.0,3.0,-3.0,,,
1644389715,,,-224.0,,,,,
1644389746,,,-200.0,3.0,-3.0,,,
1644389775,,,-200.0,,,,,
1644389806,,,0.0,3.0,-2.0,,,
1644389835,,,-156.0,,,,,
1644389866,,,-124.0,3.0,-3.0,,,
1644389895,,,-204.0,,,,,
1644389926,,,40.0,3.0,-2.0,,,
1644389955,,,108.0,,,,,
1644389962,,,,,,0.0,9300.0,66.0
1644389986,,,124.0,4.0,-2.0,,,
1644390000,6367.8,1151.0,,,,,,
1644390015,,,-44.0,,,,,
1644390046,,,0.0,4.0,-3.0,,,
1644390075,,,-36.0,,,,,
1644390106,,,-144.0,4.0,-3.0,,,
1644390135,,,-452.0,,,,,
1644390166,,,-448.0,-4.0,-4.0,,,
1644390195,,,-456.0,,,,,
1644390226,,,-440.0,-4.0,-4.0,,,
1644390255,,,-432.0,,,,,
1644390263,,,,,,0.0,9300.0,66.0
1644390287,,,-432.0,-3.0,-4.0,,,
1644390316,,,-424.0,,,,,
1644390346,,,-168.0,-3.0,-2.0,,,
1644390376,,,-240.0,,,,,
1644390406,,,-176.0,3.0,-3.0,,,
1644390436,,,-84.0,,,,,
1644390467,,,-148.0,3.0,-3.0,,,
1644390496,,,52.0,,,,,
1644390526,,,84.0,4.0,-2.0,,,
1644390556,,,0.0,,,,,
1644390563,,,,,,0.0,9300.0,66.0
1644390587,,,72.0,4.0,-2.0,,,
1644390616,,,88.0,,,,,
1644390647,,,100.0,4.0,-2.0,,,
1644390676,,,116.0,,,,,
1644390707,,,0.0,4.0,-3.0,,,
1644390736,,,-228.0,,,,,
1644390767,,,-216.0,3.0,-3.0,,,
1644390796,,,-112.0,,,,,
1644390827,,,-56.0,4.0,-3.0,,,
1644390856,,,-36.0,,,,,
1644390863,,,,,,0.0,9300.0,66.0
1644390887,,,0.0,4.0,-3.0,,,
1644390916,,,20.0,,,,,
1644390947,,,16.0,4.0,-3.0,,,
1644390976,,,16.0,,,,,
1644391007,,,104.0,4.0,-2.0,,,
1644391037,,,0.0,,,,,
1644391067,,,0.0,3.0,-2.0,,,
1644391096,,,4.0,,,,,
1644391127,,,116.0,3.0,2.0,,,
1644391156,,,116.0,,,,,
1644391164,,,,,,0.0,9300.0,66.0
1644391187,,,120.0,3.0,2.0,,,
1644391216,,,116.0,,,,,
1644391248,,,116.0,3.0,2.0,,,
1644391276,,,116.0,,,,,
1644391307,,,116.0,3.0,2.0,,,
1644391336,,,116.0,,,,,
1644391367,,,68.0,3.0,2.0,,,
1644391396,,,64.0,,,,,
1644391427,,,48.0,3.0,-2.0,,,
1644391458,,,32.0,,,,,
1644391464,,,,,,0.0,9300.0,66.0
1644391488,,,36.0,3.0,-2.0,,,
1644391516,,,44.0,,,,,
1644391547,,,36.0,3.0,-2.0,,,
1644391577,,,28.0,,,,,
1644391608,,,32.0,3.0,-2.0,,,
1644391638,,,36.0,,,,,
1644391668,,,120.0,3.0,2.0,,,
1644391697,,,40.0,,,,,
1644391728,,,52.0,3.0,-2.0,,,
1644391757,,,52.0,,,,,
1644391764,,,,,,0.0,9300.0,66.0
1644391787,,,80.0,3.0,2.0,,,
1644391800,6367.8,1151.0,,,,,,
1644391817,,,56.0,,,,,
1644391848,,,48.0,3.0,-1.0,,,
1644391877,,,44.0,,,,,
1644391909,,,32.0,3.0,-2.0,,,
1644391937,,,36.0,,,,,
1644391968,,,28.0,4.0,-3.0,,,
1644391997,,,36.0,,,,,
1644392028,,,48.0,4.0,-3.0,,,
1644392057,,,52.0,,,,,
1644392065,,,,,,0.0,9500.0,66.0
1644392088,,,56.0,4.0,3.0,,,
1644392117,,,56.0,,,,,
1644392148,,,56.0,4.0,3.0,,,
1644392177,,,56.0,,,,,
1644392208,,,56.0,4.0,3.0,,,
1644392237,,,56.0,,,,,
1644392268,,,56.0,4.0,3.0,,,
1644392298,,,56.0,,,,,
1644392328,,,56.0,4.0,3.0,,,
1644392357,,,56.0,,,,,
1644392365,,,,,,0.0,9500.0,66.0
1644392388,,,56.0,4.0,3.0,,,
1644392419,,,56.0,,,,,
1644392449,,,60.0,4.0,3.0,,,
1644392477,,,60.0,,,,,
1644392508,,,56.0,4.0,3.0,,,
1644392538,,,56.0,,,,,
1644392568,,,60.0,4.0,3.0,,,
1644392598,,,56.0,,,,,
1644392629,,,60.0,4.0,3.0,,,
1644392658,,,60.0,,,,,
1644392665,,,,,,0.0,9400.0,66.0
1644392689,,,56.0,4.0,3.0,,,
1644392718,,,56.0,,,,,
1644392749,,,60.0,4.0,3.0,,,
1644392778,,,60.0,,,,,
1644392808,,,56.0,4.0,3.0,,,
1644392838,,,56.0,,,,,
1644392869,,,60.0,4.0,3.0,,,
1644392898,,,60.0,,,,,
1644392929,,,56.0,4.0,3.0,,,
1644392958,,,60.0,,,,,
1644392966,,,,,,0.0,9300.0,66.0
1644392989,,,56.0,4.0,3.0,,,
1644393018,,,60.0,,,,,
1644393049,,,60.0,4.0,3.0,,,
1644393078,,,56.0,,,,,
1644393109,,,60.0,4.0,3.0,,,
1644393138,,,60.0,,,,,
1644393169,,,60.0,4.0,3.0,,,
1644393198,,,60.0,,,,,
1644393230,,,56.0,4.0,3.0,,,
1644393259,,,60.0,,,,,
1644393266,,,,,,0.0,9200.0,66.0
1644393289,,,60.0,4.0,3.0,,,
1644393318,,,60.0,,,,,
1644393349,,,60.0,4.0,3.0,,,
1644393378,,,60.0,,,,,
1644393409,,,60.0,4.0,3.0,,,
1644393438,,,56.0,,,,,
1644393469,,,56.0,4.0,3.0,,,
1644393499,,,56.0,,,,,
1644393530,,,56.0,4.0,3.0,,,
1644393559,,,56.0,,,,,
1644393566,,,,,,0.0,9200.0,66.0
1644393590,,,60.0,4.0,3.0,,,
1644393600,6367.8,1151.0,,,,,,
1644393619,,,60.0,,,,,
1644393650,,,56.0,4.0,3.0,,,
1644393679,,,60.0,,,,,
1644393710,,,56.0,4.0,3.0,,,
1644393739,,,56.0,,,,,
1644393769,,,56.0,4.0,3.0,,,
1644393799,,,60.0,,,,,
1644393830,,,60.0,4.0,3.0,,,
1644393860,,,56.0,,,,,
1644393866,,,,,,0.0,9200.0,66.0
1644393890,,,56.0,4.0,3.0,,,
1644393919,,,60.0,,,,,
1644393950,,,60.0,4.0,3.0,,,
1644393979,,,60.0,,,,,
1644394010,,,56.0,3.0,2.0,,,
1644394039,,,60.0,,,,,
1644394070,,,56.0,3.0,2.0,,,
1644394099,,,56.0,,,,,
1644394130,,,56.0,3.0,2.0,,,
1644394159,,,56.0,,,,,
1644394167,,,,,,0.0,9200.0,66.0
1644394190,,,60.0,3.0,2.0,,,
1644394219,,,56.0,,,,,
1644394250,,,56.0,3.0,2.0,,,
1644394279,,,56.0,,,,,
1644394310,,,60.0,3.0,2.0,,,
1644394340,,,60.0,,,,,
1644394371,,,56.0,3.0,2.0,,,
1644394399,,,56.0,,,,,
1644394430,,,60.0,3.0,2.0,,,
1644394460,,,56.0,,,,,
1644394467,,,,,,200.0,8800.0,67.0
1644394491,,,60.0,3.0,2.0,,,
1644394520,,,64.0,,,,,
1644394551,,,60.0,3.0,2.0,,,
1644394579,,,64.0,,,,,
1644394611,,,64.0,3.0,2.0,,,
1644394640,,,64.0,,,,,
1644394671,,,64.0,3.0,3.0,,,
1644394700,,,60.0,,,,,
1644394730,,,60.0,3.0,2.0,,,
1644394760,,,60.0,,,,,
1644394767,,,,,,200.0,8800.0,67.0
1644394791,,,60.0,3.0,2.0,,,
1644394820,,,60.0,,,,,
1644394851,,,64.0,3.0,2.0,,,
1644394880,,,64.0,,,,,
1644394912,,,60.0,3.0,2.0,,,
1644394940,,,64.0,,,,,
1644394971,,,60.0,3.0,2.0,,,
1644395000,,,64.0,,,,,
1644395031,,,60.0,3.0,2.0,,,
1644395060,,,64.0,,,,,
1644395068,,,,,,200.0,8800.0,67.0
1644395091,,,64.0,3.0,2.0,,,
1644395121,,,64.0,,,,,
1644395151,,,64.0,3.0,2.0,,,
1644395181,,,64.0,,,,,
1644395212,,,60.0,4.0,2.0,,,
1644395240,,,64.0,,,,,
1644395271,,,64.0,3.0,2.0,,,
1644395301,,,64.0,,,,,
1644395331,,,64.0,3.0,2.0,,,
1644395361,,,64.0,,,,,
1644395368,,,,,,100.0,8800.0,67.0
1644395391,,,60.0,3.0,2.0,,,
1644395400,6367.8,1151.0,,,,,,
1644395420,,,64.0,,,,,
1644395452,,,64.0,3.0,2.0,,,
1644395481,,,64.0,,,,,
1644395512,,,64.0,3.0,2.0,,,
1644395540,,,60.0,,,,,
1644395572,,,60.0,3.0,3.0,,,
1644395601,,,64.0,,,,,
1644395632,,,64.0,4.0,2.0,,,
1644395661,,,64.0,,,,,
1644395668,,,,,,200.0,8800.0,67.0
1644395695,,,64.0,3.0,3.0,,,
1644395721,,,64.0,,,,,
1644395752,,,60.0,4.0,3.0,,,
1644395781,,,64.0,,,,,
1644395812,,,64.0,3.0,2.0,,,
1644395841,,,64.0,,,,,
1644395872,,,60.0,4.0,2.0,,,
1644395901,,,60.0,,,,,
1644395932,,,60.0,4.0,2.0,,,
1644395961,,,60.0,,,,,
1644395969,,,,,,200.0,8800.0,67.0
1644395992,,,64.0,4.0,2.0,,,
1644396021,,,64.0,,,,,
1644396052,,,60.0,4.0,2.0,,,
1644396081,,,64.0,,,,,
1644396112,,,68.0,4.0,2.0,,,
1644396141,,,64.0,,,,,
1644396172,,,64.0,3.0,2.0,,,
1644396201,,,64.0,,,,,
1644396232,,,60.0,3.0,2.0,,,
1644396261,,,60.0,,,,,
1644396269,,,,,,200.0,8800.0,67.0
1644396293,,,64.0,3.0,2.0,,,
1644396321,,,60.0,,,,,
1644396352,,,64.0,3.0,2.0,,,
1644396381,,,64.0,,,,,
1644396412,,,64.0,4.0,2.0,,,
1644396441,,,60.0,,,,,
1644396472,,,64.0,4.0,2.0,,,
1644396501,,,64.0,,,,,
1644396532,,,60.0,4.0,2.0,,,
1644396564,,,64.0,,,,,
1644396569,,,,,,300.0,8700.0,67.0
1644396593,,,60.0,4.0,2.0,,,
1644396622,,,64.0,,,,,
1644396652,,,64.0,3.0,2.0,,,
1644396682,,,64.0,,,,,
1644396713,,,64.0,3.0,2.0,,,
1644396742,,,60.0,,,,,
1644396773,,,64.0,3.0,2.0,,,
1644396802,,,64.0,,,,,
1644396833,,,64.0,3.0,2.0,,,
